author_id,validation_level,rank_level
U15037,md_validated,level_3
U15038,md_validated,level_2
U15039,md_validated,level_3
U15040,md_validated,level_1
U15041,md_validated,level_1
U15042,md_validated,level_1
U15043,md_validated,level_1
U15044,md_validated,level_1
U15045,md_validated,level_2
U15046,md_validated,level_1
U15047,md_validated,level_1
U15048,md_validated,level_2
U15049,md_validated,level_1
U15050,md_validated,level_4
U15051,md_validated,level_1
U15052,md_validated,level_3
U15053,md_validated,level_1
U15054,md_validated,level_1
U15055,md_validated,level_1
U15056,md1_validated,level_1
U15057,md_validated,level_3
U15058,md_validated,level_3
U15059,md_validated,level_3
U15060,md_validated,level_1
U15061,md_validated,level_3
U15062,md_validated,level_4
U15063,md_validated,level_1
U15064,md_validated,level_3
U15065,md_validated,level_1
U15066,md_validated,level_1
U15067,md_validated,level_3
U15068,md_validated,level_1
U15069,md_validated,level_1
U15070,md_validated,level_1
U15071,md2_validated,level_3
U15072,md_validated,level_1
U15073,md_validated,level_3
U15074,md_validated,level_1
U15075,md_validated,level_1
U15076,md_validated,level_2
U15077,md_validated,level_1
U15078,md_validated,level_1
U15079,md_validated,level_1
U15080,md_validated,level_3
U15081,md_validated,level_1
U15082,md_validated,level_1
U15083,md_validated,level_2
U15084,md_validated,level_2
U15085,md_validated,level_1
U15086,md_validated,level_1
U15087,md_validated,level_1
U15088,md_validated,level_1
U15089,md_validated,level_1
U15090,md1_validated,level_1
U15091,md_validated,level_1
U15092,md_validated,level_1
U15093,md_validated,level_3
U15094,md_validated,level_1
U15095,md_validated,level_1
U15096,md_validated,level_3
U15097,md_validated,level_2
U15098,,level_0
U15099,,level_0
U15100,,level_0
U15101,,level_0
U15102,,level_3
U15103,,level_0
U15104,md_validated,level_2
U15105,,level_1
U15106,,level_0
U15107,md_validated,level_1
U15108,,level_0
U15109,,level_0
U15110,,level_0
U15111,,level_0
U15112,,level_0
U15113,,level_0
U15114,,level_0
U15115,,level_0
U15116,,level_0
U15117,,level_0
U15118,,level_0
U15119,,level_0
U15120,,level_0
U15121,md1_validated,level_3
U15122,md_validated,level_1
U15123,md2_validated,level_0
U15124,,level_0
U15125,,level_0
U15126,,level_1
U15127,md1_validated,level_2
U15128,,level_0
U15129,,level_0
U15130,,level_0
U15131,,level_0
U15132,,level_0
U15133,md2_validated,level_1
U15134,,level_0
U15135,,level_3
U15136,,level_0
U15137,realid_validated,level_0
U15138,,level_0
U15139,,level_0
U15140,,level_1
U15141,,level_0
U15142,,level_0
U15143,,level_0
U15144,,level_0
U15145,,level_0
U15146,,level_0
U15147,,level_0
U15148,md_validated,level_1
U15149,,level_0
U15150,,level_0
U15151,,level_1
U15152,,level_0
U15153,,level_0
U15154,,level_0
U15155,,level_2
U15156,,level_0
U15157,,level_0
U15158,,level_0
U15159,,level_0
U15160,realid_validated,unk
U15161,,level_0
U15162,,level_0
U15163,,level_0
U15164,,level_0
U15165,,level_0
U15166,,level_0
U15167,,level_0
U15168,,level_0
U15169,,level_0
U15170,,level_0
U15171,,level_0
U15172,,level_0
U15173,,level_1
U15174,,level_0
U15175,,level_0
U15176,,level_0
U15177,,level_0
U15178,,level_0
U15179,,level_0
U15180,,level_0
U15181,,level_0
U15182,,level_0
U15183,,level_2
U15184,,level_0
U15185,md1_validated,level_0
U15186,,level_0
U15187,,level_0
U15188,,level_0
U15189,,level_0
U15190,md_validated,level_4
U15191,,level_3
U15192,,level_0
U15193,,level_0
U15194,,level_1
U15195,,level_2
U15196,,level_0
U15197,,level_0
U15198,,level_0
U15199,realid_validated,level_0
U15200,,level_0
U15201,,level_2
U15202,md1_validated,level_2
U15203,,level_0
U15204,,level_0
U15205,,level_0
U15206,,level_0
U15207,,level_0
U15208,,level_0
U15209,,level_0
U15210,,level_0
U15211,,level_1
U15212,,level_0
U15213,md2_validated,level_1
U15214,,level_0
U15215,,level_1
U15216,md1_validated,level_3
U15217,realid_validated,level_0
U15218,,level_0
U15219,,level_0
U15220,,level_0
U15221,,level_0
U15222,,level_1
U15223,realid_validated,level_1
U15224,,level_0
U15225,,level_0
U15226,,level_0
U15227,,level_0
U15228,,level_0
U15229,,level_0
U15230,,level_0
U15231,realid_validated,level_1
U15232,,level_0
U15233,,level_0
U15234,md_validated,level_1
U15235,,level_0
U15236,realid_validated,level_0
U15237,,level_0
U15238,,level_0
U15239,,level_0
U15240,,level_0
U15241,,level_0
U15242,,level_0
U15243,,level_0
U15244,,level_0
U15245,md1_validated,level_1
U15246,,level_0
U15247,md_validated,level_1
U15248,md_validated,level_1
U15249,md_validated,level_1
U15250,,level_0
U15251,md_validated,level_1
U15252,md_validated,level_1
U15253,md_validated,level_1
U15254,md_validated,level_1
U15255,md2_validated,level_3
U15256,md_validated,level_1
U15257,md_validated,level_1
U15258,md_validated,level_1
U15259,md_validated,level_1
U15260,md_validated,level_1
U15261,md_validated,level_3
U15262,md_validated,level_1
U15263,md_validated,level_4
U15264,md_validated,level_1
U15265,md_validated,level_3
U15266,md_validated,level_3
U15267,md_validated,level_3
U15268,md_validated,level_3
U15269,md_validated,level_1
U15270,md_validated,level_3
U15271,md_validated,level_1
U15272,md_validated,level_1
U15273,md_validated,level_1
U15274,md_validated,level_1
U15275,md_validated,level_2
U15276,md_validated,level_1
U15277,md_validated,level_1
U15278,md_validated,level_1
U15279,md_validated,level_2
U15280,md_validated,level_1
U15281,md_validated,level_1
U15282,md_validated,level_2
U15283,md_validated,level_2
U15284,md_validated,level_3
U15285,md_validated,level_1
U15286,md_validated,level_1
U15287,md_validated,level_1
U15288,md_validated,level_1
U15289,md_validated,level_1
U15290,md_validated,level_1
U15291,md_validated,level_1
U15292,md_validated,level_3
U15293,md_validated,level_1
U15294,md_validated,level_1
U15295,,level_3
U15296,md_validated,level_0
U15297,md_validated,level_1
U15298,md_validated,level_1
U15299,md_validated,level_1
U15300,md_validated,level_2
U15301,md_validated,level_1
U15302,md_validated,level_1
U15303,md_validated,level_1
U15304,,level_0
U15305,md_validated,level_3
U15306,md_validated,level_3
U15307,md_validated,level_2
U15308,md_validated,level_3
U15309,md_validated,level_1
U15310,md_validated,level_2
U15311,md_validated,level_1
U15312,md1_validated,level_1
U15313,md_validated,level_1
U15314,,level_0
U15315,md_validated,level_1
U15316,md_validated,level_3
U15317,md_validated,level_4
U15318,md_validated,level_1
U15319,md_validated,level_1
U15320,md_validated,level_1
U15321,md_validated,level_1
U15322,md_validated,level_1
U15323,md_validated,level_1
U15324,md_validated,level_3
U15325,md_validated,level_1
U15326,md_validated,level_2
U15327,md_validated,level_1
U15328,md_validated,level_1
U15329,md_validated,level_1
U15330,md_validated,level_1
U15331,md_validated,level_1
U15332,md_validated,unk
U15333,md_validated,level_1
U15334,md_validated,level_1
U15335,md_validated,level_1
U15336,md_validated,level_1
U15337,md_validated,level_2
U15338,md_validated,level_1
U15339,md_validated,level_1
U15340,md_validated,level_1
U15341,md_validated,level_4
U15342,md_validated,level_1
U15343,md_validated,level_1
U15344,md_validated,level_4
U15345,md_validated,level_1
U15346,md_validated,level_1
U15347,md_validated,level_1
U15348,md_validated,level_1
U15349,md_validated,level_1
U15350,md_validated,level_3
U15351,md1_validated,level_1
U15352,md_validated,level_4
U15353,md_validated,level_1
U15354,md_validated,level_3
U15355,md2_validated,level_3
U15356,,level_0
U15357,,level_0
U15358,,level_0
U15359,,level_2
U15360,realid_validated,level_0
U15361,,level_0
U15362,md1_validated,level_1
U15363,md_validated,level_1
U15364,,level_0
U15365,,level_1
U15366,,level_1
U15367,,level_2
U15368,,level_0
U15369,,level_0
U15370,,level_0
U15371,,level_0
U15372,,level_0
U15373,,level_0
U15374,,level_1
U15375,,level_0
U15376,md1_validated,level_0
U15377,,level_0
U15378,,level_0
U15379,,level_0
U15380,,level_0
U15381,,level_0
U15382,,level_0
U15383,md2_validated,level_0
U15384,,level_0
U15385,,level_0
U15386,,level_0
U15387,,level_0
U15388,,level_0
U15389,,level_0
U15390,,level_0
U15391,,level_0
U15392,,level_1
U15393,,level_0
U15394,md1_validated,level_0
U15395,,level_0
U15396,,level_0
U15397,,level_1
U15398,md1_validated,level_0
U15399,,level_0
U15400,,level_0
U15401,md1_validated,unk
U15402,,level_0
U15403,,level_0
U15404,,level_0
U15405,,level_0
U15406,,level_0
U15407,,level_0
U15408,,level_0
U15409,,level_0
U15410,,level_1
U15411,,level_0
U15412,,level_1
U15413,md2_validated,level_0
U15414,,level_0
U15415,,level_0
U15416,,level_0
U15417,md1_validated,level_1
U15418,,level_0
U15419,realid_validated,level_0
U15420,,level_0
U15421,,level_0
U15422,,level_0
U15423,,level_1
U15424,,level_0
U15425,md1_validated,level_1
U15426,,level_0
U15427,,level_0
U15428,,level_2
U15429,,level_0
U15430,,level_0
U15431,,level_0
U15432,,level_0
U15433,,level_0
U15434,realid_validated,level_0
U15435,,level_0
U15436,,level_0
U15437,,level_0
U15438,,level_1
U15439,,level_0
U15440,,level_0
U15441,,level_0
U15442,md1_validated,level_1
U15443,,level_0
U15444,md1_validated,level_0
U15445,,level_1
U15446,,level_0
U15447,,level_0
U15448,,level_0
U15449,,level_0
U15450,,level_3
U15451,,level_0
U15452,md1_validated,level_4
U15453,,level_0
U15454,,level_0
U15455,,level_0
U15456,,level_0
U15457,,level_0
U15458,,level_0
U15459,,level_0
U15460,,level_0
U15461,,level_0
U15462,,level_0
U15463,,level_0
U15464,,level_0
U15465,md_validated,level_3
U15466,md_validated,unk
U15467,,level_0
U15468,,level_0
U15469,md_validated,level_1
U15470,md_validated,level_3
U15471,md_validated,level_3
U15472,md_validated,level_4
U15473,md_validated,level_1
U15474,md_validated,level_1
U15475,md_validated,level_2
U15476,md1_validated,level_2
U15477,md_validated,level_1
U15478,md_validated,level_1
U15479,md_validated,level_1
U15480,md_validated,level_1
U15481,md_validated,level_1
U15482,md_validated,level_1
U15483,md_validated,level_1
U15484,md_validated,level_4
U15485,md_validated,level_1
U15486,md_validated,level_3
U15487,md_validated,level_1
U15488,md_validated,level_1
U15489,md_validated,unk
U15490,md_validated,level_3
U15491,md_validated,level_3
U15492,md_validated,level_3
U15493,md_validated,level_1
U15494,md_validated,level_3
U15495,md_validated,level_1
U15496,md_validated,level_1
U15497,md_validated,unk
U15498,md_validated,level_1
U15499,md_validated,level_1
U15500,md_validated,level_1
U15501,md_validated,level_1
U15502,md_validated,level_1
U15503,md_validated,level_1
U15504,md_validated,level_4
U15505,md_validated,level_2
U15506,md_validated,level_3
U15507,md_validated,level_3
U15508,md_validated,level_1
U15509,md_validated,level_4
U15510,md_validated,level_2
U15511,md_validated,level_1
U15512,md_validated,level_1
U15513,md_validated,level_1
U15514,md_validated,level_3
U15515,md_validated,unk
U15516,md_validated,level_3
U15517,md_validated,level_1
U15518,,level_1
U15519,md_validated,level_2
U15520,md_validated,level_1
U15521,md_validated,level_1
U15522,md_validated,level_4
U15523,md_validated,level_1
U15524,md_validated,level_3
U15525,md_validated,level_3
U15526,md_validated,level_2
U15527,md_validated,level_1
U15528,md_validated,level_1
U15529,md_validated,level_3
U15530,md_validated,level_3
U15531,md_validated,level_2
U15532,md_validated,level_1
U15533,md_validated,level_1
U15534,md_validated,level_1
U15535,md_validated,level_1
U15536,md_validated,level_1
U15537,md_validated,level_3
U15538,md_validated,level_1
U15539,md_validated,level_1
U15540,md_validated,level_1
U15541,md_validated,level_1
U15542,md_validated,level_1
U15543,md_validated,level_1
U15544,md_validated,level_1
U15545,md_validated,level_1
U15546,md_validated,level_4
U15547,md_validated,level_1
U15548,md_validated,level_3
U15549,md_validated,level_1
U15550,md_validated,level_1
U15551,md_validated,level_2
U15552,md_validated,level_1
U15553,md_validated,level_1
U15554,md_validated,level_1
U15555,md_validated,level_1
U15556,md_validated,level_1
U15557,md_validated,level_3
U15558,md_validated,level_1
U15559,md_validated,unk
U15560,md_validated,level_1
U15561,md_validated,level_2
U15562,md_validated,level_1
U15563,md_validated,level_3
U15564,md_validated,level_1
U15565,md_validated,level_1
U15566,,level_1
U15567,md1_validated,level_0
U15568,md1_validated,level_0
U15569,realid_validated,level_0
U15570,,level_0
U15571,,level_0
U15572,,level_0
U15573,,level_0
U15574,,level_0
U15575,,level_0
U15576,,level_0
U15577,,level_0
U15578,,level_0
U15579,,level_0
U15580,,level_0
U15581,,level_0
U15582,realid_validated,level_0
U15583,,level_0
U15584,,level_0
U15585,,level_0
U15586,,level_0
U15587,,level_0
U15588,,level_0
U15589,,level_0
U15590,realid_validated,level_0
U15591,,level_3
U15592,,level_0
U15593,,level_0
U15594,,level_0
U15595,,level_0
U15596,,level_1
U15597,,level_0
U15598,realid_validated,level_1
U15599,,level_0
U15600,,level_0
U15601,,level_0
U15602,md_validated,level_1
U15603,,level_0
U15604,md3_validated,level_2
U15605,,level_0
U15606,,level_0
U15607,realid_validated,level_0
U15608,,level_0
U15609,,level_1
U15610,,level_0
U15611,,level_0
U15612,,level_0
U15613,md2_validated,level_2
U15614,,level_0
U15615,,level_0
U15616,,level_0
U15617,,level_1
U15618,,level_1
U15619,,level_0
U15620,,level_1
U15621,,level_0
U15622,,level_0
U15623,md1_validated,level_1
U15624,md1_validated,level_0
U15625,,level_1
U15626,,level_0
U15627,,level_0
U15628,,level_0
U15629,,level_0
U15630,md1_validated,unk
U15631,,level_0
U15632,,level_0
U15633,md1_validated,level_1
U15634,,level_1
U15635,,level_0
U15636,,level_0
U15637,,level_0
U15638,,level_1
U15639,,level_0
U15640,,level_1
U15641,realid_validated,level_1
U15642,,level_1
U15643,,level_0
U15644,realid_validated,level_0
U15645,,level_0
U15646,,level_0
U15647,,level_0
U15648,,level_0
U15649,,level_0
U15650,md3_validated,level_3
U15651,,level_0
U15652,,level_0
U15653,,level_0
U15654,,level_0
U15655,md2_validated,level_1
U15656,,level_0
U15657,,level_0
U15658,,level_0
U15659,,level_0
U15660,,level_0
U15661,md2_validated,level_1
U15662,,level_0
U15663,,level_1
U15664,md_validated,level_1
U15665,,level_0
U15666,md1_validated,level_1
U15667,,level_0
U15668,md2_validated,level_1
U15669,,level_0
U15670,,level_0
U15671,,level_0
U15672,,level_0
U15673,,level_0
U15674,,level_0
U15675,,level_0
U15676,md2_validated,level_3
U15677,,level_2
U15678,,level_0
U15679,,level_1
U15680,,level_0
U15681,,level_0
U15682,realid_validated,level_0
U15683,,level_0
U15684,,level_1
U15685,,level_0
U15686,,level_0
U15687,,level_0
U15688,,level_0
U15689,,level_1
U15690,,level_0
U15691,,level_0
U15692,,level_0
U15693,,level_0
U15694,,level_0
U15695,,level_3
U15696,md1_validated,level_1
U15697,md_validated,level_3
U15698,md_validated,level_1
U15699,md_validated,level_1
U15700,md2_validated,level_3
U15701,md_validated,level_3
U15702,md_validated,level_1
U15703,md_validated,level_1
U15704,md_validated,level_1
U15705,md_validated,level_1
U15706,md_validated,level_1
U15707,md_validated,level_3
U15708,md_validated,level_2
U15709,md_validated,level_1
U15710,md_validated,level_1
U15711,md_validated,level_1
U15712,md_validated,level_3
U15713,md_validated,level_3
U15714,md_validated,level_1
U15715,md_validated,level_0
U15716,md_validated,level_1
U15717,md_validated,level_1
U15718,md_validated,level_1
U15719,md_validated,level_1
U15720,md_validated,unk
U15721,md_validated,level_3
U15722,md_validated,level_1
U15723,md_validated,level_1
U15724,md_validated,level_1
U15725,md_validated,level_1
U15726,md_validated,level_1
U15727,md_validated,level_1
U15728,md_validated,level_1
U15729,md_validated,level_1
U15730,md_validated,level_1
U15731,md_validated,level_1
U15732,md_validated,level_3
U15733,md_validated,level_3
U15734,md_validated,level_1
U15735,md_validated,level_1
U15736,md_validated,level_3
U15737,md_validated,level_1
U15738,md_validated,level_1
U15739,md_validated,level_1
U15740,md_validated,level_1
U15741,md_validated,level_1
U15742,md_validated,level_1
U15743,md_validated,level_1
U15744,md_validated,level_3
U15745,md_validated,level_3
U15746,md_validated,level_3
U15747,md_validated,level_2
U15748,md_validated,level_1
U15749,md_validated,level_3
U15750,md_validated,level_3
U15751,md_validated,level_1
U15752,md_validated,level_1
U15753,md_validated,level_1
U15754,md_validated,level_1
U15755,md2_validated,unk
U15756,md_validated,level_1
U15757,md_validated,level_1
U15758,md_validated,level_1
U15759,md_validated,level_3
U15760,md_validated,level_1
U15761,md_validated,level_2
U15762,md_validated,level_3
U15763,md_validated,level_1
U15764,md_validated,level_2
U15765,md_validated,level_1
U15766,md_validated,level_1
U15767,md_validated,level_1
U15768,md_validated,level_3
U15769,md_validated,level_1
U15770,,level_0
U15771,,level_0
U15772,,level_1
U15773,,level_0
U15774,,level_0
U15775,realid_validated,level_0
U15776,,level_0
U15777,,level_0
U15778,,level_0
U15779,,level_0
U15780,realid_validated,level_0
U15781,,level_0
U15782,,level_0
U15783,md1_validated,level_0
U15784,md1_validated,level_0
U15785,,level_0
U15786,,level_0
U15787,,level_0
U15788,md1_validated,level_2
U15789,,level_0
U15790,,level_0
U15791,,level_0
U15792,,level_0
U15793,,level_1
U15794,,level_0
U15795,,level_0
U15796,md2_validated,level_1
U15797,,level_0
U15798,,level_0
U15799,,level_0
U15800,,level_2
U15801,,level_1
U15802,md2_validated,level_3
U15803,realid_validated,level_3
U15804,,level_1
U15805,,level_0
U15806,,level_0
U15807,,level_0
U15808,,level_0
U15809,,level_0
U15810,,level_0
U15811,,level_0
U15812,,level_0
U15813,,level_0
U15814,,level_0
U15815,,level_1
U15816,,level_0
U15817,realid_validated,level_1
U15818,,level_0
U15819,,level_0
U15820,,level_1
U15821,,level_0
U15822,,level_0
U15823,,level_0
U15824,,level_3
U15825,,level_0
U15826,,level_0
U15827,,level_0
U15828,,level_0
U15829,,level_0
U15830,,level_0
U15831,,level_0
U15832,,level_0
U15833,,level_0
U15834,,level_3
U15835,,level_0
U15836,,level_0
U15837,,level_1
U15838,,level_0
U15839,md2_validated,level_1
U15840,,level_0
U15841,,level_0
U15842,,level_0
U15843,md1_validated,level_0
U15844,,level_0
U15845,md1_validated,level_0
U15846,,level_0
U15847,realid_validated,level_4
U15848,,level_2
U15849,,level_0
U15850,,level_0
U15851,,level_0
U15852,,level_2
U15853,,level_0
U15854,,level_0
U15855,,level_1
U15856,,level_0
U15857,,level_0
U15858,,level_0
U15859,md1_validated,level_1
U15860,md2_validated,level_0
U15861,,level_0
U15862,,level_0
U15863,md1_validated,level_0
U15864,,level_0
U15865,,level_1
U15866,,level_0
U15867,,level_0
U15868,,level_0
U15869,,level_0
U15870,,level_0
U15871,,level_0
U15872,,level_1
U15873,,level_0
U15874,,level_0
U15875,,level_0
U15876,,level_0
U15877,,level_0
U15878,,level_0
U15879,md1_validated,unk
U15880,,level_2
U15881,,level_1
U15882,,level_0
U15883,,level_1
U15884,,level_0
U15885,realid_validated,level_2
U15886,,level_2
U15887,,level_0
U15888,md1_validated,level_0
U15889,,level_0
U15890,,level_0
U15891,,level_1
U15892,,level_1
U15893,,level_0
U15894,,level_0
U15895,,level_0
U15896,,level_1
U15897,,level_0
U15898,realid_validated,level_0
U15899,md1_validated,level_0
U15900,,level_0
U15901,,level_0
U15902,,level_0
U15903,md1_validated,level_0
U15904,,level_0
U15905,md1_validated,unk
U15906,,level_0
U15907,,level_0
U15908,,level_0
U15909,,level_0
U15910,,level_0
U15911,,level_0
U15912,,level_0
U15913,,level_0
U15914,,level_0
U15915,,level_0
U15916,,level_0
U15917,md1_validated,level_0
U15918,,level_0
U15919,md_validated,level_1
U15920,md_validated,level_1
U15921,md1_validated,level_3
U15922,,level_0
U15923,md_validated,level_3
U15924,md_validated,level_1
U15925,md_validated,level_3
U15926,md_validated,level_1
U15927,md_validated,level_4
U15928,md_validated,level_1
U15929,md_validated,level_3
U15930,md_validated,level_1
U15931,md_validated,level_3
U15932,md_validated,level_1
U15933,md_validated,level_2
U15934,,level_0
U15935,,level_0
U15936,,level_0
U15937,,level_3
U15938,,level_0
U15939,,level_4
U15940,,level_0
U15941,,level_0
U15942,,level_0
U15943,md1_validated,level_1
U15944,,level_3
U15945,,level_0
U15946,,level_0
U15947,,level_3
U15948,,level_0
U15949,,level_0
U15950,,level_0
U15951,,level_0
U15952,,level_0
U15953,,level_0
U15954,md1_validated,level_1
U15955,,level_1
U15956,md1_validated,unk
U15957,,level_0
U15958,,level_0
U15959,md1_validated,level_3
U15960,md1_validated,level_1
U15961,,level_0
U15962,,level_0
U15963,,level_0
U15964,,level_0
U15965,,level_0
U15966,,level_0
U15967,,level_0
U15968,,level_0
U15969,,level_1
U15970,,level_0
U15971,realid_validated,level_2
U15972,,level_0
U15973,,level_0
U15974,,level_0
U15975,,level_0
U15976,,level_3
U15977,,level_1
U15978,,level_0
U15979,,level_0
U15980,realid_validated,level_0
U15981,,level_1
U15982,md1_validated,level_0
U15983,,level_0
U15984,md2_validated,level_0
U15985,,level_1
U15986,,level_0
U15987,,level_0
U15988,,level_0
U15989,,level_0
U15990,,level_0
U15991,,level_2
U15992,md1_validated,level_0
U15993,,level_0
U15994,,level_1
U15995,,level_1
U15996,,level_0
U15997,md2_validated,level_2
U15998,,level_0
U15999,,level_0
U16000,,level_0
U16001,,level_0
U16002,md_validated,level_3
U16003,,level_0
U16004,,level_0
U16005,,level_0
U16006,,level_4
U16007,realid_validated,level_0
U16008,,level_1
U16009,,level_0
U16010,,level_0
U16011,,level_1
U16012,,level_0
U16013,,level_0
U16014,,level_0
U16015,realid_validated,level_0
U16016,,level_0
U16017,,level_1
U16018,,level_0
U16019,,level_0
U16020,,level_0
U16021,md_validated,level_1
U16022,md_validated,level_3
U16023,md_validated,level_1
U16024,md_validated,level_1
U16025,md_validated,level_3
U16026,md_validated,level_1
U16027,md_validated,level_1
U16028,md_validated,level_3
U16029,md_validated,level_1
U16030,,level_0
U16031,,level_0
U16032,md_validated,level_3
U16033,md_validated,level_1
U16034,realid_validated,level_0
U16035,realid_validated,level_0
U16036,,level_3
U16037,,level_0
U16038,,level_0
U16039,,level_0
U16040,md1_validated,level_0
U16041,,level_0
U16042,,level_0
U16043,,level_0
U16044,,level_0
U16045,,level_0
U16046,realid_validated,level_0
U16047,,level_0
U16048,,level_0
U16049,,level_0
U16050,,level_0
U16051,,level_1
U16052,,level_3
U16053,,level_0
U16054,,level_0
U16055,md_validated,level_2
U16056,,level_0
U16057,,level_0
U16058,md2_validated,level_0
U16059,,level_0
U16060,,level_0
U16061,,level_1
U16062,,level_0
U16063,,level_0
U16064,,level_0
U16065,,level_1
U16066,,level_0
U16067,,level_0
U16068,,level_0
U16069,realid_validated,level_1
U16070,,level_0
U16071,,level_0
U16072,,level_0
U16073,,level_0
U16074,md1_validated,level_1
U16075,,level_0
U16076,,level_0
U16077,realid_validated,level_0
U16078,,level_0
U16079,,level_1
U16080,,level_0
U16081,,level_0
U16082,,level_0
U16083,,level_2
U16084,,level_0
U16085,,level_0
U16086,,level_0
U16087,,level_0
U16088,,level_0
U16089,,level_0
U16090,,level_1
U16091,,level_0
U16092,,level_1
U16093,,level_0
U16094,,level_0
U16095,,level_0
U16096,,level_0
U16097,,level_0
U16098,,level_3
U16099,,level_0
U16100,md3_validated,level_2
U16101,,level_0
U16102,,level_0
U16103,,level_0
U16104,md2_validated,level_0
U16105,,level_0
U16106,md1_validated,level_0
U16107,,level_0
U16108,md1_validated,level_3
U16109,,level_0
U16110,realid_validated,level_0
U16111,,level_1
U16112,,level_0
U16113,md1_validated,level_2
U16114,,level_1
U16115,,level_0
U16116,md1_validated,level_3
U16117,realid_validated,level_1
U16118,,level_0
U16119,md1_validated,level_0
U16120,realid_validated,level_0
U16121,,level_0
U16122,,level_2
U16123,md1_validated,level_0
U16124,,level_0
U16125,,level_0
U16126,,level_0
U16127,,level_0
U16128,,level_0
U16129,,level_0
U16130,md1_validated,level_0
U16131,,level_2
U16132,realid_validated,level_0
U16133,,level_1
U16134,md_validated,level_1
U16135,,level_0
U16136,,level_3
U16137,,level_0
U16138,,level_0
U16139,,level_0
U16140,,level_0
U16141,,level_0
U16142,,level_0
U16143,,level_1
U16144,md2_validated,level_0
U16145,md2_validated,level_0
U16146,,level_0
U16147,,level_0
U16148,realid_validated,level_4
U16149,md2_validated,level_0
U16150,,level_1
U16151,,level_0
U16152,realid_validated,level_0
U16153,,level_0
U16154,,level_0
U16155,,level_0
U16156,,level_0
U16157,,level_0
U16158,,level_2
U16159,,level_2
U16160,,level_0
U16161,,level_0
U16162,,level_0
U16163,,level_0
U16164,,level_0
U16165,,level_0
U16166,,level_0
U16167,,level_0
U16168,,level_0
U16169,,level_3
U16170,,level_0
U16171,,level_0
U16172,,level_0
U16173,realid_validated,level_0
U16174,realid_validated,level_0
U16175,,level_1
U16176,,level_0
U16177,,level_3
U16178,md1_validated,level_1
U16179,,level_0
U16180,,level_0
U16181,,level_0
U16182,,level_0
U16183,,level_0
U16184,,level_0
U16185,,level_0
U16186,realid_validated,level_1
U16187,,level_0
U16188,,level_0
U16189,,level_0
U16190,,level_0
U16191,,level_0
U16192,,level_0
U16193,md_validated,level_2
U16194,,level_0
U16195,,level_0
U16196,,level_0
U16197,,level_0
U16198,md1_validated,level_0
U16199,md1_validated,level_0
U16200,,level_1
U16201,md1_validated,level_1
U16202,,level_0
U16203,,level_0
U16204,,level_0
U16205,,level_0
U16206,,level_0
U16207,,level_0
U16208,,level_0
U16209,realid_validated,level_0
U16210,,level_0
U16211,,level_0
U16212,,level_0
U16213,,level_0
U16214,,level_1
U16215,md_validated,level_2
U16216,,level_0
U16217,,level_0
U16218,,level_0
U16219,,level_1
U16220,md2_validated,level_3
U16221,,level_0
U16222,,level_0
U16223,realid_validated,level_0
U16224,md1_validated,level_0
U16225,,level_0
U16226,,level_0
U16227,,level_0
U16228,,level_0
U16229,,level_0
U16230,,level_0
U16231,,level_0
U16232,,level_0
U16233,md1_validated,level_1
U16234,,level_0
U16235,,level_0
U16236,md1_validated,level_0
U16237,,level_1
U16238,,level_0
U16239,,level_0
U16240,md1_validated,level_1
U16241,realid_validated,level_0
U16242,realid_validated,level_0
U16243,,level_0
U16244,md1_validated,level_0
U16245,,level_0
U16246,,level_0
U16247,,level_0
U16248,,level_0
U16249,,level_0
U16250,,level_3
U16251,,level_0
U16252,md2_validated,level_3
U16253,,level_1
U16254,,level_0
U16255,,level_0
U16256,realid_validated,level_0
U16257,realid_validated,level_0
U16258,,level_0
U16259,realid_validated,level_0
U16260,,level_0
U16261,,level_1
U16262,,level_0
U16263,,level_0
U16264,,level_0
U16265,,level_0
U16266,,level_0
U16267,,level_0
U16268,,level_0
U16269,,level_0
U16270,,level_0
U16271,,level_0
U16272,,level_3
U16273,,level_0
U16274,,level_0
U16275,,level_0
U16276,,level_0
U16277,,level_0
U16278,realid_validated,level_0
U16279,,level_0
U16280,,level_0
U16281,,level_0
U16282,md2_validated,level_4
U16283,,level_0
U16284,md2_validated,level_0
U16285,,level_0
U16286,,level_0
U16287,,level_0
U16288,,level_0
U16289,,level_0
U16290,,level_0
U16291,,level_0
U16292,,level_0
U16293,realid_validated,level_0
U16294,,level_0
U16295,,level_0
U16296,,level_0
U16297,,level_1
U16298,,level_0
U16299,,level_0
U16300,,level_0
U16301,,level_0
U16302,,level_0
U16303,,level_1
U16304,realid_validated,level_1
U16305,,level_0
U16306,,level_0
U16307,,level_0
U16308,,level_0
U16309,,level_0
U16310,,level_0
U16311,,level_0
U16312,,level_0
U16313,md3_validated,level_3
U16314,md_validated,level_1
U16315,,level_3
U16316,,level_0
U16317,,level_2
U16318,,level_0
U16319,,level_0
U16320,,level_0
U16321,,level_0
U16322,,level_0
U16323,,level_0
U16324,realid_validated,level_0
U16325,,level_0
U16326,md1_validated,level_0
U16327,,level_0
U16328,,level_0
U16329,,level_0
U16330,,level_0
U16331,,level_0
U16332,,level_0
U16333,realid_validated,level_2
U16334,md1_validated,level_1
U16335,,level_0
U16336,,level_0
U16337,,level_0
U16338,,level_0
U16339,,level_0
U16340,,level_0
